"sp_limit","atmospheric","lighting","road_surface","road_condition","severity"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Darkness/Lighted","Sealed","Wet","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Wet","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Raining","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
70,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
50,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Daylight","Unsealed","Dry","Medical treatment"
60,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
70,"Raining","Daylight","Sealed","Wet","Medical treatment"
70,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
70,"Raining","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
80,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
110,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
110,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
110,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
60,"Clear","Darkness/Not lighted","Sealed","Wet","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Raining","Darkness/Lighted","Sealed","Wet","Medical treatment"
110,"Clear","Daylight","Unsealed","Dry","Medical treatment"
110,"Clear","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Daylight","Unsealed","Dry","Medical treatment"
80,"Raining","Daylight","Sealed","Wet","Medical treatment"
110,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
50,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Unsealed","Wet","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Raining","Daylight","Sealed","Wet","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Dawn/Dusk","Sealed","Wet","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
110,"Smoke/Dust","Daylight","Sealed","Dry","Medical treatment"
50,"Raining","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Dawn/Dusk","Sealed","Wet","Medical treatment"
80,"Raining","Darkness/Lighted","Sealed","Wet","Medical treatment"
80,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
50,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
80,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Sealed","Wet","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
60,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
60,"Raining","Darkness/Not lighted","Sealed","Wet","Medical treatment"
60,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
110,"Smoke/Dust","Dawn/Dusk","Sealed","Dry","Medical treatment"
60,"Raining","Darkness/Lighted","Sealed","Wet","Medical treatment"
50,"Fog","Daylight","Sealed","Wet","Medical treatment"
60,"Raining","Darkness/Lighted","Sealed","Wet","Medical treatment"
70,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
60,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
60,"Raining","Darkness/Lighted","Sealed","Wet","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Unsealed","Dry","Medical treatment"
110,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
50,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
110,"Fog","Darkness/Lighted","Sealed","Dry","Medical treatment"
110,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Dawn/Dusk","Sealed","Wet","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Raining","Darkness/Lighted","Sealed","Wet","Medical treatment"
70,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
50,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
80,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
60,"Clear","Daylight","Unsealed","Wet","Medical treatment"
60,"Raining","Darkness/Lighted","Sealed","Wet","Medical treatment"
50,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
110,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Fog","Dawn/Dusk","Sealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
50,"Raining","Daylight","Sealed","Wet","Medical treatment"
110,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
70,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
80,"Fog","Dawn/Dusk","Sealed","Wet","Medical treatment"
50,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Smoke/Dust","Daylight","Unsealed","Dry","Medical treatment"
70,"Raining","Daylight","Sealed","Wet","Medical treatment"
110,"Fog","Darkness/Lighted","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
80,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
70,"Raining","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
50,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
80,"Raining","Daylight","Sealed","Wet","Medical treatment"
110,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
60,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Unsealed","Dry","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
50,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Raining","Darkness/Lighted","Sealed","Wet","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
80,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
50,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
110,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
50,"Clear","Dawn/Dusk","Unsealed","Dry","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
50,"Raining","Daylight","Sealed","Wet","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
70,"Raining","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
50,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Daylight","Sealed","Wet","Medical treatment"
70,"Raining","Daylight","Sealed","Wet","Medical treatment"
70,"Raining","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
80,"Clear","Dawn/Dusk","Unsealed","Dry","Medical treatment"
80,"Fog","Darkness/Not lighted","Sealed","Dry","Medical treatment"
80,"Raining","Daylight","Sealed","Wet","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Wet","Medical treatment"
80,"Raining","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
60,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
80,"Raining","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Daylight","Unsealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
50,"Raining","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Daylight","Unsealed","Dry","Medical treatment"
70,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
110,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Dawn/Dusk","Sealed","Wet","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
110,"Raining","Daylight","Sealed","Wet","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Unsealed","Dry","Medical treatment"
110,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
80,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
50,"Raining","Daylight","Sealed","Wet","Medical treatment"
50,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Raining","Darkness/Lighted","Sealed","Wet","Medical treatment"
70,"Raining","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Darkness/Not lighted","Unsealed","Dry","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
60,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
50,"Fog","Dawn/Dusk","Sealed","Dry","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
80,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
80,"Raining","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Unsealed","Dry","Medical treatment"
50,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
70,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
110,"Clear","Daylight","Unsealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Raining","Darkness/Lighted","Sealed","Wet","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Darkness/Lighted","Sealed","Wet","Medical treatment"
50,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
70,"Raining","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Dawn/Dusk","Sealed","Wet","Medical treatment"
60,"Raining","Darkness/Not lighted","Sealed","Wet","Medical treatment"
110,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Daylight","Unsealed","Dry","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Raining","Darkness/Lighted","Sealed","Wet","Medical treatment"
50,"Clear","Daylight","Unsealed","Dry","Medical treatment"
80,"Raining","Darkness/Lighted","Sealed","Wet","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
60,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
70,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Dawn/Dusk","Sealed","Wet","Medical treatment"
110,"Clear","Darkness/Lighted","Sealed","Wet","Medical treatment"
80,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
110,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
80,"Raining","Daylight","Sealed","Wet","Medical treatment"
110,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Clear","Darkness/Not lighted","Sealed","Wet","Medical treatment"
60,"Clear","Daylight","Unsealed","Dry","Medical treatment"
70,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
